"family","genus","species","taxon","habitat","feeding.mode","tl","offspring.size","spawning.type","age.maturity","fecundity","length.infinity","growth.coefficient","length.max","age.max"
"Paralepididae","Macroparalepis","affinis","Macroparalepis affinis","bathypelagic","planktivorous",3.4,1.9,"non-guarder",6,50200,21,0.7,55,4
"Paralepididae","Magnisudis","atlantica","Magnisudis atlantica","bathypelagic","generalist",3.65,1.9,"non-guarder",6,50200,21,0.7,56,4
"Paralepididae","Paralepis","coregonoides","Paralepis coregonoides","bathypelagic","generalist",4.07,1.9,"non-guarder",6,50200,21,0.7,50,4
"Paralepididae","","","Paralepididae","non-pelagic","generalist",3.44,1.9,"non-guarder",6,50200,21,0.7,23,4
"Parazenidae","Cyttopsis","rosea","Cyttopsis rosea","bathypelagic","generalist",4.01,NA,"non-guarder",NA,NA,NA,NA,31,NA
"Pentanchidae","Apristurus","laurussonii","Apristurus laurussonii","bathydemersal","generalist",3.89,60,"non-guarder",3.5,1,46,0.38,76,8
"Pentanchidae","Galeus","atlanticus","Galeus atlanticus","bathydemersal","generalist",4.12,20,"non-guarder",3.5,6,46,0.38,49,8
"Pentanchidae","Galeus","melastomus","Galeus melastomus","demersal","generalist",4.17,42,"non-guarder",3.5,93,46,0.38,54,8
"Pentanchidae","Galeus","murinus","Galeus murinus","bathydemersal","piscivorous",4.12,30,"non-guarder",3.5,54,46,0.38,63,8
"Percidae","Gymnocephalus","cernuus","Gymnocephalus cernuus","demersal","generalist",3.44,1.79,"non-guarder",1.7,125000,20,0.31,20,10
"Percidae","Sander","lucioperca","Sander lucioperca","pelagic","piscivorous",4.04,0.9,"guarder",4,685311,98,0.12,130,17
"Peristediidae","Peristedion","cataphractum","Peristedion cataphractum","demersal","benthivorous",3.66,1.52,"",NA,NA,35,0.22,40,NA
"Petromyzontidae","Entosphenus","tridentatus","Entosphenus tridentatus","demersal","generalist",4.5,1.03,"non-guarder",5.9,58000,28,0.2,76,9
"Petromyzontidae","Lampetra","fluviatilis","Lampetra fluviatilis","demersal","piscivorous",4.5,0.61,"non-guarder",4,23250,22,0.16,45,10
"Petromyzontidae","Petromyzon","marinus","Petromyzon marinus","demersal","piscivorous",4.37,1.1,"non-guarder",7,237500,54,0.16,120,11
"Petromyzontidae","","","Petromyzontidae","non-pelagic","generalist",3.8,1.03,"non-guarder",5.9,43011,28,0.2,45,10
"Pholidae","Pholis","gunnellus","Pholis gunnellus","demersal","benthivorous",3.54,1.94,"guarder",2,100,23,0.28,25,12
"Phosichthyidae","Polymetme","corythaeola","Polymetme corythaeola","benthopelagic","piscivorous",4.4,0.8,"non-guarder",0.3,109000,6,5.9,7,1
"Phosichthyidae","Polymetme","thaeocoryla","Polymetme thaeocoryla","bathydemersal","piscivorous",4.4,1.09,"non-guarder",0.3,109000,6,5.9,22,1
"Phosichthyidae","Vinciguerria","poweriae","Vinciguerria poweriae","bathypelagic","planktivorous",3.09,0.68,"non-guarder",0.3,109000,6,5.9,2,0.6
"Phycidae","Phycis","blennoides","Phycis blennoides","benthopelagic","benthivorous",3.66,0.84,"non-guarder",3.5,1643889,53,0.23,50,20
"Phycidae","Phycis","phycis","Phycis phycis","benthopelagic","generalist",4.25,0.84,"non-guarder",3.5,8000000,65,0.19,64,5
"Phycidae","","","Phycidae","non-pelagic","",3.97,0.52,"non-guarder",1.6,8000000,65,0.19,57,15.5
"Platytroctidae","Sagamichthys","abei","Sagamichthys abei","bathypelagic","planktivorous",3.1,NA,"non-guarder",NA,NA,35,0.86,33,NA
"Pleuronectidae","Atheresthes","evermanni","Atheresthes evermanni","demersal","generalist",4.3,1.78,"non-guarder",6,1295000,91,0.1,100,33
"Pleuronectidae","Atheresthes","stomias","Atheresthes stomias","demersal","generalist",4.17,1.78,"non-guarder",6,1295000,91,0.1,84,23
"Pleuronectidae","Atheresthes","","Atheresthes","demersal","generalist",4.24,1.78,"non-guarder",6,1295000,91,0.1,92,28
"Pleuronectidae","Eopsetta","jordani","Eopsetta jordani","demersal","generalist",4.05,1.63,"non-guarder",7.3,800000,52,0.15,53,35
"Pleuronectidae","Glyptocephalus","cynoglossus","Glyptocephalus cynoglossus","demersal","benthivorous",3.17,1.16,"non-guarder",4.5,100000,41,0.2,62,18
"Pleuronectidae","Glyptocephalus","zachirus","Glyptocephalus zachirus","demersal","benthivorous",3.25,1.53,"non-guarder",6,751167,56,0.14,60,27
"Pleuronectidae","Hippoglossoides","elassodon","Hippoglossoides elassodon","demersal","generalist",3.67,3.25,"non-guarder",5.3,336000,65,0.13,48,27
"Pleuronectidae","Hippoglossoides","platessoides","Hippoglossoides platessoides","demersal","generalist",4.08,2.44,"non-guarder",7.6,3800000,25,0.34,54,19
"Pleuronectidae","Hippoglossoides","robustus","Hippoglossoides robustus","demersal","generalist",3.65,2.01,"non-guarder",7.6,620408,30,0.22,32,11
"Pleuronectidae","Hippoglossus","hippoglossus","Hippoglossus hippoglossus","demersal","piscivorous",4,3.4,"non-guarder",12,3750000,232,0.04,220,50
"Pleuronectidae","Hippoglossus","stenolepis","Hippoglossus stenolepis","demersal","generalist",4.14,3.4,"non-guarder",13,2400000,215,0.05,239,55
"Pleuronectidae","Isopsetta","isolepis","Isopsetta isolepis","demersal","generalist",3.59,0.94,"non-guarder",2,705344,40,0.31,55,11
"Pleuronectidae","Lepidopsetta","bilineata","Lepidopsetta bilineata","demersal","benthivorous",3.18,1.06,"non-guarder",9,265000,74,0.1,58,26
"Pleuronectidae","Lepidopsetta","polyxystra","Lepidopsetta polyxystra","demersal","benthivorous",3.24,1.06,"non-guarder",7,265000,38,0.26,51,18
"Pleuronectidae","Limanda","aspera","Limanda aspera","demersal","benthivorous",3.49,0.98,"non-guarder",6.7,1982681,52,0.12,49,34
"Pleuronectidae","Limanda","limanda","Limanda limanda","demersal","benthivorous",3.39,1.2,"non-guarder",5,141000,31,0.29,43,13
"Pleuronectidae","Limanda","sakhalinensis","Limanda sakhalinensis","demersal","generalist",3.58,0.98,"non-guarder",4.5,2000000,37,0.14,36,8
"Pleuronectidae","Microstomus","kitt","Microstomus kitt","demersal","benthivorous",3.21,1.29,"non-guarder",5,95000,42,0.29,60,10
"Pleuronectidae","Microstomus","pacificus","Microstomus pacificus","demersal","benthivorous",3.22,1.29,"non-guarder",7,133500,46,0.13,49,56
"Pleuronectidae","Parophrys","vetulus","Parophrys vetulus","demersal","benthivorous",3.39,1.63,"non-guarder",3,1025000,36,0.28,57,22
"Pleuronectidae","Platichthys","flesus","Platichthys flesus","demersal","benthivorous",3.32,0.95,"non-guarder",3.8,1177674,41,0.36,58,15
"Pleuronectidae","Pleuronectes","platessa","Pleuronectes platessa","demersal","benthivorous",3.23,2.17,"non-guarder",10,552000,59,0.12,86,36
"Pleuronectidae","Pleuronectes","quadrituberculatus","Pleuronectes quadrituberculatus","demersal","benthivorous",3.59,1.91,"non-guarder",6.3,120054,57,0.1,87,37
"Pleuronectidae","Reinhardtius","hippoglossoides","Reinhardtius hippoglossoides","benthopelagic","generalist",4.38,4.2,"non-guarder",7,28100,112,0.1,112,30
"Pleuronectidae","","","Pleuronectidae","demersal","benthivorous",3.51,1.63,"non-guarder",3.5,183500,69,0.09,53,16
"Polyprionidae","Polyprion","americanus","Polyprion americanus","demersal","generalist",4.14,2.1,"non-guarder",12.8,7450000,128,0.07,156,47
"Psychrolutidae","Cottunculus","microps","Cottunculus microps","bathydemersal","generalist",4.14,4.5,"non-guarder",4,375,NA,NA,15,12
"Psychrolutidae","Cottunculus","sadko","Cottunculus sadko","demersal","benthivorous",4.14,3,"non-guarder",4,375,NA,NA,29,12
"Psychrolutidae","Cottunculus","thomsonii","Cottunculus thomsonii","bathydemersal","benthivorous",3.5,3.75,"non-guarder",4,375,NA,NA,43,12
"Psychrolutidae","Dasycottus","setiger","Dasycottus setiger","demersal","generalist",3.87,3.75,"guarder",4,83,NA,NA,45,11
"Psychrolutidae","Eurymen","gyrinus","Eurymen gyrinus","demersal","benthivorous",3.8,3.75,"guarder",4,83,NA,NA,39,12
"Psychrolutidae","Malacocottus","aleuticus","Malacocottus aleuticus","benthopelagic","generalist",3.6,3.75,"guarder",4,83,NA,NA,10,12
"Psychrolutidae","Malacocottus","zonurus","Malacocottus zonurus","bathydemersal","generalist",3.79,3.75,"guarder",4,83,NA,NA,35,12
"Psychrolutidae","Psychrolutes","paradoxus","Psychrolutes paradoxus","demersal","generalist",3.44,3.75,"guarder",4,83,NA,NA,7,12
"Psychrolutidae","Psychrolutes","phrictus","Psychrolutes phrictus","bathydemersal","benthivorous",3.48,3.75,"guarder",4,83,NA,NA,70,12
"Rajidae","Amblyraja","hyperborea","Amblyraja hyperborea","bathydemersal","benthivorous",4.31,102.5,"non-guarder",11,30,68,0.15,89,24
"Rajidae","Amblyraja","radiata","Amblyraja radiata","demersal","generalist",4.2,55,"non-guarder",11,17,68,0.15,69,16
"Rajidae","Dipturus","batis","Dipturus batis","demersal","benthivorous",3.52,170,"non-guarder",11,40,254,0.06,285,51
"Rajidae","Dipturus","linteus","Dipturus linteus","bathydemersal","benthivorous",3.51,153.33,"non-guarder",10.7,40,254,0.06,112,51
"Rajidae","Dipturus","nidarosiensis","Dipturus nidarosiensis","demersal","generalist",3.5,153.33,"non-guarder",10.7,40,254,0.06,230,51
"Rajidae","Dipturus","oxyrinchus","Dipturus oxyrinchus","demersal","generalist",3.5,140,"non-guarder",10.7,40,254,0.06,150,51
"Rajidae","Dipturus","","Dipturus","demersal","generalist",3.51,153.33,"non-guarder",10.7,40,254,0.06,112,51
"Rajidae","Leucoraja","circularis","Leucoraja circularis","demersal","benthivorous",3.5,60,"non-guarder",6.4,48,75,0.16,120,20.3
"Rajidae","Leucoraja","fullonica","Leucoraja fullonica","bathydemersal","benthivorous",3.5,150,"non-guarder",6.4,48,83,0.13,120,20.3
"Rajidae","Leucoraja","naevus","Leucoraja naevus","demersal","benthivorous",4.21,50,"non-guarder",8.5,63,75,0.16,71,28
"Rajidae","Neoraja","caerulea","Neoraja caerulea","bathydemersal","benthivorous",3.5,150,"non-guarder",4.8,55,109,0.13,30,21.3
"Rajidae","Neoraja","iberica","Neoraja iberica","bathydemersal","benthivorous",3.5,150,"non-guarder",4.8,55,109,0.13,33,21.3
"Rajidae","Raja","asterias","Raja asterias","demersal","benthivorous",3.5,45,"non-guarder",4.8,70,109,0.14,70,21
"Rajidae","Raja","binoculata","Raja binoculata","demersal","generalist",3.92,270,"non-guarder",6.3,66,107,0.13,244,21
"Rajidae","Raja","brachyura","Raja brachyura","demersal","generalist",3.76,90,"non-guarder",4.8,52,129,0.15,115,15
"Rajidae","Raja","clavata","Raja clavata","demersal","generalist",3.84,65,"non-guarder",5.4,94,111,0.13,139,15
"Rajidae","Raja","microocellata","Raja microocellata","demersal","piscivorous",3.89,75,"non-guarder",4.8,58,137,0.07,88,24
"Rajidae","Raja","miraletus","Raja miraletus","demersal","generalist",3.8,40,"non-guarder",4.8,40,90,0.18,63,21
"Rajidae","Raja","montagui","Raja montagui","demersal","generalist",3.88,60,"non-guarder",3.8,42,74,0.19,77,18
"Rajidae","Raja","polystigma","Raja polystigma","demersal","generalist",3.97,46,"non-guarder",6.3,41,106,0.13,60,21
"Rajidae","Raja","rhina","Raja rhina","bathydemersal","generalist",3.89,110,"non-guarder",6.3,66,125,0.09,132,26
"Rajidae","Raja","undulata","Raja undulata","demersal","benthivorous",3.5,70,"non-guarder",8.8,38,111,0.1,114,28.9
"Rajidae","Raja","","Raja","demersal","generalist",3.89,82.57,"non-guarder",4.8,66,109,0.14,95,21
"Rajidae","Rajella","bathyphila","Rajella bathyphila","bathydemersal","benthivorous",3.37,48,"non-guarder",5,55,120,0.13,90,14
"Rajidae","Rajella","fyllae","Rajella fyllae","bathydemersal","benthivorous",3.37,42,"non-guarder",5,47,109,0.13,57,14
"Rajidae","Rajella","lintea","Rajella lintea","bathydemersal","benthivorous",3.62,77.5,"non-guarder",5,47,109,0.13,123,14
"Rajidae","Rajella","","Rajella","bathydemersal","benthivorous",3.37,77.5,"non-guarder",5,47,109,0.13,55,14
"Rajidae","Rostroraja","alba","Rostroraja alba","demersal","piscivorous",4.41,154,"non-guarder",5,104,120,0.13,230,21.3
"Rajidae","","","Rajidae","demersal","generalist",3.88,150,"non-guarder",4.8,55,109,0.13,95,21.3
"Rhamphocottidae","Rhamphocottus","richardsonii","Rhamphocottus richardsonii","demersal","planktivorous",3.42,NA,"",NA,NA,NA,NA,9,NA
"Salmonidae","Coregonus","lavaretus","Coregonus lavaretus","demersal","generalist",3.13,2.05,"non-guarder",2,63886,42,0.64,59,9
"Salmonidae","Oncorhynchus","gorbuscha","Oncorhynchus gorbuscha","demersal","generalist",4.49,5.07,"non-guarder",2,1400,80,0.4,76,3
"Salmonidae","Oncorhynchus","keta","Oncorhynchus keta","benthopelagic","generalist",3.74,5.07,"non-guarder",3.3,2750,108,0.34,88,7
"Salmonidae","Oncorhynchus","nerka","Oncorhynchus nerka","pelagic","planktivorous",3.54,4.75,"guarder",2,1066,75,0.46,84,6
"Salmonidae","Oncorhynchus","tshawytscha","Oncorhynchus tshawytscha","benthopelagic","generalist",4.4,6.5,"guarder",4.1,8931,80,0.4,160,9
"Salmonidae","Salmo","salar","Salmo salar","benthopelagic","generalist",4.5,5.73,"non-guarder",4.2,9606,137,0.23,147,13
"Salmonidae","Salmo","trutta trutta","Salmo trutta trutta","pelagic","benthivorous",3.59,5.73,"non-guarder",3.5,8616,88,0.24,78,38
"Salmonidae","Salmo","","Salmo","benthopelagic","generalist",3.59,5.73,"non-guarder",2.9,8616,88,0.24,35,25.5
"Sciaenidae","Argyrosomus","regius","Argyrosomus regius","benthopelagic","piscivorous",4.29,0.9,"non-guarder",1.6,2000000,172,0.15,182,42
"Sciaenidae","Umbrina","canariensis","Umbrina canariensis","demersal","benthivorous",3.37,0.75,"non-guarder",2.3,311725,57,0.26,80,15
"Sciaenidae","Umbrina","cirrosa","Umbrina cirrosa","demersal","benthivorous",3.41,0.75,"non-guarder",2.3,311725,87,0.28,73,15
"Scomberesocidae","Cololabis","saira","Cololabis saira","pelagic","planktivorous",3.71,2.55,"non-guarder",1,NA,44,0.55,40,4
"Scomberesocidae","Scomberesox","saurus saurus","Scomberesox saurus saurus","pelagic","planktivorous",3.91,2.55,"non-guarder",1,NA,36,0.71,50,2
"Scombridae","Auxis","rochei rochei","Auxis rochei rochei","pelagic","piscivorous",4.27,0.97,"non-guarder",2,67000,45,0.35,66,5
"Scombridae","Auxis","","Auxis","pelagic","piscivorous",4.37,0.97,"non-guarder",2,630000,49,0.61,54,5
"Scombridae","Sarda","sarda","Sarda sarda","pelagic","piscivorous",4.5,1.14,"non-guarder",1,2455257,77,0.5,91,5
"Scombridae","Scomber","colias","Scomber colias","pelagic","generalist",3.91,1.15,"non-guarder",1,579085,40,0.38,50,7
"Scombridae","Scomber","japonicus","Scomber japonicus","pelagic","planktivorous",3.38,1.1,"non-guarder",2,540129,43,0.29,70,18
"Scombridae","Scomber","scombrus","Scomber scombrus","pelagic","generalist",3.63,1.15,"non-guarder",2.2,598563,41,0.35,50,21
"Scopelarchidae","Benthalbella","dentata","Benthalbella dentata","bathypelagic","piscivorous",4.5,NA,"non-guarder",NA,NA,13,0.86,24,NA
"Scophthalmidae","Lepidorhombus","boscii","Lepidorhombus boscii","demersal","benthivorous",3.74,1.1,"non-guarder",1,500000,41,0.14,35,13
"Scophthalmidae","Lepidorhombus","whiffiagonis","Lepidorhombus whiffiagonis","bathydemersal","benthivorous",4.34,1.1,"non-guarder",2.8,500000,58,0.12,47,16
"Scophthalmidae","Phrynorhombus","norvegicus","Phrynorhombus norvegicus","bathydemersal","benthivorous",3.98,1.04,"non-guarder",2.7,10000000,55,0.2,12,6
"Scophthalmidae","Scophthalmus","maximus","Scophthalmus maximus","demersal","benthivorous",4.36,1,"non-guarder",4,5000000,59,0.27,82,25
"Scophthalmidae","Scophthalmus","rhombus","Scophthalmus rhombus","demersal","benthivorous",4.42,1.3,"non-guarder",3,10000000,44,0.42,46,5.7
"Scophthalmidae","Scophthalmus","","Scophthalmus","demersal","generalist",4.17,1.1,"non-guarder",4,5000000,57,0.25,54,9.5
"Scophthalmidae","Zeugopterus","punctatus","Zeugopterus punctatus","demersal","benthivorous",3.99,1,"non-guarder",2.7,10000000,55,0.2,25,10.2
"Scophthalmidae","Zeugopterus","regius","Zeugopterus regius","demersal","generalist",3.99,1.09,"non-guarder",2.7,10000000,66,0.23,20,9.5
"Scophthalmidae","Zeugopterus","","Zeugopterus","demersal","generalist",3.99,0.97,"non-guarder",2.7,10000000,55,0.2,23,10.2
"Scorpaenidae","Pontinus","kuhlii","Pontinus kuhlii","bathydemersal","generalist",4.05,0.9,"non-guarder",2,48851,52,0.08,50,18
"Scorpaenidae","Scorpaena","loppei","Scorpaena loppei","demersal","benthivorous",3.5,0.9,"non-guarder",1,103000,12,0.51,13,5
"Scorpaenidae","Scorpaena","notata","Scorpaena notata","demersal","benthivorous",3.7,0.88,"non-guarder",2,15000,18,0.31,18,8
"Scorpaenidae","Scorpaena","porcus","Scorpaena porcus","demersal","benthivorous",3.92,0.92,"non-guarder",3,50000,26,0.17,30,7
"Scorpaenidae","Scorpaena","scrofa","Scorpaena scrofa","demersal","benthivorous",4.25,0.88,"non-guarder",2,247407,57,0.08,54,25
"Scorpaenidae","Scorpaena","","Scorpaena","demersal","generalist",3.76,0.9,"non-guarder",2,103000,26,0.18,15,6.5
"Scorpaenidae","","","Scorpaenidae","demersal","generalist",3.76,0.9,"non-guarder",2,48851,52,0.08,30,6.5
"Scyliorhinidae","Scyliorhinus","canicula","Scyliorhinus canicula","demersal","generalist",3.82,80,"non-guarder",5,2,88,0.2,70,12
"Scyliorhinidae","Scyliorhinus","stellaris","Scyliorhinus stellaris","reef-associated","generalist",4.03,160,"non-guarder",5,77,88,0.2,170,19
"Scyliorhinidae","Scyliorhinus","","Scyliorhinus","demersal","generalist",4.05,120,"non-guarder",5,37,84,0.15,59,15.5
"Scyliorhinidae","","","Scyliorhinidae","demersal","generalist",4,120,"non-guarder",5,37,84,0.15,65,15.5
"Sebastidae","Adelosebastes","latens","Adelosebastes latens","bathydemersal","generalist",3.77,0.96,"bearer",4,218182,34,0.14,30,70
"Sebastidae","Helicolenus","dactylopterus","Helicolenus dactylopterus","bathydemersal","generalist",3.54,2.8,"non-guarder",13,230055,45,0.07,47,43
"Sebastidae","Sebastes","aleutianus","Sebastes aleutianus","bathydemersal","generalist",3.52,6.3,"bearer",4,358359,27,0.3,97,205
"Sebastidae","Sebastes","alutus","Sebastes alutus","bathydemersal","generalist",3.48,6.3,"bearer",8,150750,45,0.12,54,103
"Sebastidae","Sebastes","babcocki","Sebastes babcocki","demersal","generalist",3.77,6.3,"bearer",4,218182,27,0.3,66,106
"Sebastidae","Sebastes","borealis","Sebastes borealis","bathydemersal","generalist",4.31,6.3,"bearer",4,312120,27,0.3,112,157
"Sebastidae","Sebastes","ciliatus","Sebastes ciliatus","demersal","generalist",3.36,6.3,"bearer",4,218182,27,0.3,53,67
"Sebastidae","Sebastes","marinus","Sebastes marinus","demersal","generalist",3.77,6.3,"bearer",6.1,171000,66,0.07,63,60
"Sebastidae","Sebastes","melanops","Sebastes melanops","reef-associated","generalist",4.38,6.3,"bearer",6.9,789564,60,0.14,61,50
"Sebastidae","Sebastes","melanostictus","Sebastes melanostictus","benthopelagic","generalist",3.77,6.3,"bearer",4,277574,27,0.3,54,71
"Sebastidae","Sebastes","mentella","Sebastes mentella","bathypelagic","generalist",4.12,6,"bearer",11.5,83900,51,0.07,58,75
"Sebastidae","Sebastes","mystinus","Sebastes mystinus","reef-associated","generalist",2.71,6.3,"bearer",4,277574,39,0.17,49,44
"Sebastidae","Sebastes","norvegicus","Sebastes norvegicus","benthopelagic","generalist",4.04,8,"bearer",11,85750,74,0.06,50,60
"Sebastidae","Sebastes","polyspinis","Sebastes polyspinis","demersal","generalist",3.42,6.3,"bearer",7.6,358359,31,0.18,48,57
"Sebastidae","Sebastes","proriger","Sebastes proriger","bathydemersal","generalist",3.77,6.3,"bearer",4,277574,38,0.16,61,55
"Sebastidae","Sebastes","ruberrimus","Sebastes ruberrimus","reef-associated","generalist",4.43,6.3,"bearer",7,2700000,65,0.04,69,118
"Sebastidae","Sebastes","variabilis","Sebastes variabilis","demersal","generalist",3.77,6.3,"bearer",9.2,218182,27,0.3,50,50
"Sebastidae","Sebastes","variegatus","Sebastes variegatus","demersal","planktivorous",3.77,6.3,"bearer",4,312120,27,0.3,38,47
"Sebastidae","Sebastes","viviparus","Sebastes viviparus","demersal","generalist",4.03,5.5,"bearer",12,15450,36,0.07,35,40
"Sebastidae","Sebastes","zacentrus","Sebastes zacentrus","bathydemersal","planktivorous",3.77,6.3,"bearer",6.5,218182,35,0.09,39,58
"Sebastidae","Sebastes","","Sebastes","non-pelagic","generalist",3.77,6.3,"bearer",6.1,358359,56,0.06,63,50.5
"Sebastidae","Sebastolobus","alascanus","Sebastolobus alascanus","demersal","planktivorous",3.62,0.96,"non-guarder",13,498123,41,0.07,80,89
"Sebastidae","Sebastolobus","macrochir","Sebastolobus macrochir","bathydemersal","planktivorous",3.2,0.96,"non-guarder",12,240533,41,0.07,44,70
"Sebastidae","Trachyscorpia","cristulata","Trachyscorpia cristulata","bathydemersal","generalist",3.86,0.96,"non-guarder",6.2,352446,50,0.07,34,40.8
"Sebastidae","Trachyscorpia","echinata","Trachyscorpia echinata","bathydemersal","generalist",3.86,0.96,"non-guarder",6.2,352446,50,0.07,34,40.8
"Serranidae","Anthias","anthias","Anthias anthias","reef-associated","generalist",3.75,0.84,"non-guarder",1.1,937291,71,0.13,27,7
